id,industria,sector
4004,Biotechnology: Pharmaceutical Preparations,Health Care
4005,Restaurants,Consumer Discretionary
4006,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4007,Security Systems Services,Technology
4008,Trusts Except Educational Religious and Charitable,Finance
4009,Retail: Computer Software & Peripheral Equipment,Technology
4010,Department/Specialty Retail Stores,Consumer Discretionary
4011,Telecommunications Equipment,Telecommunications
4012,,
4013,Computer peripheral equipment,Technology
4014,Finance Companies,Finance
4015,Investment Managers,Finance
4016,,
4017,Ordnance And Accessories,Consumer Discretionary
4018,Biotechnology: Pharmaceutical Preparations,Health Care
4019,Biotechnology: Pharmaceutical Preparations,Health Care
4020,Biotechnology: Pharmaceutical Preparations,Health Care
4021,Educational Services,Consumer Discretionary
4022,,
4023,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4024,Radio And Television Broadcasting And Communications Equipment,Technology
4025,Consumer Electronics/Appliances,Industrials
4026,Specialty Chemicals,Consumer Discretionary
4027,Real Estate,Real Estate
4028,Computer Software: Prepackaged Software,Technology
4029,Computer Software: Prepackaged Software,Technology
4030,Automotive Aftermarket,Industrials
4031,Retail-Auto Dealers and Gas Stations,Consumer Discretionary
4032,Blank Checks,Finance
4033,Blank Checks,Finance
4034,Blank Checks,Finance
4035,Medicinal Chemicals and Botanical Products,Health Care
4036,Finance/Investors Services,Finance
4037,Biotechnology: Pharmaceutical Preparations,Health Care
4038,Biotechnology: Pharmaceutical Preparations,Health Care
4039,Property-Casualty Insurers,Finance
4040,Biotechnology: Laboratory Analytical Instruments,Industrials
4041,Medicinal Chemicals and Botanical Products,Health Care
4042,,
4043,Other Specialty Stores,Consumer Discretionary
4044,Real Estate Investment Trusts,Real Estate
4045,,
4046,Real Estate Investment Trusts,Real Estate
4047,Packaged Foods,Consumer Staples
4048,Real Estate Investment Trusts,Real Estate
4049,Real Estate Investment Trusts,Real Estate
4050,Real Estate Investment Trusts,Real Estate
4051,,
4052,Major Banks,Finance
4053,Industrial Machinery/Components,Industrials
4054,Semiconductors,Technology
4055,Service to the Health Industry,Consumer Discretionary
4056,Computer Software: Prepackaged Software,Technology
4057,Investment Managers,Finance
4058,Auto Parts:O.E.M.,Consumer Discretionary
4059,Other Specialty Stores,Consumer Discretionary
4060,Major Banks,Finance
4061,Blank Checks,Finance
4062,Blank Checks,Finance
4063,Commercial Banks,Finance
4064,Biotechnology: Pharmaceutical Preparations,Health Care
4065,Telecommunications Equipment,Consumer Discretionary
4066,Telecommunications Equipment,Consumer Discretionary
4067,Telecommunications Equipment,Consumer Discretionary
4068,Oilfield Services/Equipment,Energy
4069,Cable & Other Pay Television Services,Telecommunications
4070,Cable & Other Pay Television Services,Telecommunications
4071,Cable & Other Pay Television Services,Telecommunications
4072,Finance Companies,Finance
4073,Consumer Electronics/Appliances,Industrials
4074,Blank Checks,Finance
4075,Blank Checks,Finance
4076,Blank Checks,Finance
4077,Consumer Electronics/Appliances,Industrials
4078,,
4079,,
4080,Auto Manufacturing,Consumer Discretionary
4081,Auto Parts:O.E.M.,Consumer Discretionary
4082,Major Banks,Finance
4083,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4084,Home Furnishings,Consumer Discretionary
4085,Finance: Consumer Services,Finance
4086,EDP Services,Technology
4087,Finance Companies,Finance
4088,Clothing/Shoe/Accessory Stores,Consumer Discretionary
4089,Auto Parts:O.E.M.,Consumer Discretionary
4090,Industrial Machinery/Components,Industrials
4091,Semiconductors,Technology
4092,Newspapers/Magazines,Consumer Discretionary
4093,Home Furnishings,Consumer Discretionary
4094,Homebuilding,Consumer Discretionary
4095,Biotechnology: Pharmaceutical Preparations,Health Care
4096,Real Estate,Finance
4097,Building operators,Real Estate
4098,Trusts Except Educational Religious and Charitable,Finance
4099,Diversified Commercial Services,Miscellaneous
4100,,
4101,,
4102,Industrial Specialties,Consumer Discretionary
4103,Biotechnology: Pharmaceutical Preparations,Health Care
4104,Biotechnology: Pharmaceutical Preparations,Health Care
4105,Consumer Electronics/Appliances,Industrials
4106,Consumer Electronics/Appliances,Industrials
4107,Consumer Electronics/Appliances,Industrials
4108,Biotechnology: Pharmaceutical Preparations,Health Care
4109,Consumer Electronics/Appliances,Industrials
4110,Consumer Electronics/Appliances,Industrials
4111,Diversified Commercial Services,Miscellaneous
4112,Diversified Commercial Services,Miscellaneous
4113,Hospital/Nursing Management,Health Care
4114,Real Estate Investment Trusts,Real Estate
4115,,
4116,Electronic Components,Technology
4117,Farming/Seeds/Milling,Consumer Staples
4118,Investment Bankers/Brokers/Service,Finance
4119,Investment Bankers/Brokers/Service,Finance
4120,,
4121,Homebuilding,Consumer Discretionary
4122,Industrial Machinery/Components,Technology
4123,Diversified Commercial Services,Consumer Discretionary
4124,Biotechnology: Pharmaceutical Preparations,Health Care
4125,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials
4126,Blank Checks,Finance
4127,,
4128,,
4129,Medicinal Chemicals and Botanical Products,Health Care
4130,Medical Specialities,Health Care
4131,Radio And Television Broadcasting And Communications Equipment,Technology
4132,Industrial Machinery/Components,Industrials
4133,Auto Manufacturing,Consumer Discretionary
4134,Biotechnology: Pharmaceutical Preparations,Health Care
4135,Consumer Electronics/Appliances,Industrials
4136,Consumer Electronics/Appliances,Industrials
4137,,
4138,,
4139,Auto Parts:O.E.M.,Consumer Discretionary
4140,Auto Parts:O.E.M.,Consumer Discretionary
4141,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4142,Computer Software: Prepackaged Software,Technology
4143,Computer Software: Prepackaged Software,Technology
4144,Computer Software: Prepackaged Software,Technology
4145,Industrial Machinery/Components,Industrials
4146,Cable & Other Pay Television Services,Telecommunications
4147,Cable & Other Pay Television Services,Telecommunications
4148,Aerospace,Industrials
4149,Aerospace,Industrials
4150,Major Chemicals,Industrials
4151,Service to the Health Industry,Consumer Discretionary
4152,,
4153,Industrial Machinery/Components,Technology
4154,Biotechnology: Pharmaceutical Preparations,Health Care
4155,Industrial Machinery/Components,Industrials
4156,Catalog/Specialty Distribution,Consumer Discretionary
4157,Computer peripheral equipment,Technology
4158,,
4159,Consumer Electronics/Appliances,Industrials
4160,Consumer Electronics/Appliances,Industrials
4161,Consumer Electronics/Appliances,Industrials
4162,Blank Checks,Finance
4163,Home Furnishings,Consumer Discretionary
4164,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
4165,Biotechnology: Pharmaceutical Preparations,Health Care
4166,Biotechnology: Pharmaceutical Preparations,Health Care
4167,Computer Software: Programming Data Processing,Technology
4168,EDP Services,Technology
4169,Major Banks,Finance
4170,Automotive Aftermarket,Consumer Discretionary
4171,RETAIL: Building Materials,Consumer Discretionary
4172,,
4173,Biotechnology: Pharmaceutical Preparations,Health Care
4174,Medical/Dental Instruments,Health Care
4175,Military/Government/Technical,Consumer Discretionary
4176,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
4177,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
4178,Finance: Consumer Services,Finance
4179,Property-Casualty Insurers,Finance
4180,Biotechnology: Pharmaceutical Preparations,Health Care
4181,Farming/Seeds/Milling,Consumer Staples
4182,Aerospace,Industrials
4183,Life Insurance,Finance
4184,,
4185,Farming/Seeds/Milling,Consumer Staples
4186,Oil/Gas Transmission,Utilities
4187,,
4188,Industrial Machinery/Components,Industrials
4189,Medical Electronics,Health Care
4190,Power Generation,Utilities
4191,Medical Specialities,Health Care
4192,Movies/Entertainment,Consumer Discretionary
4193,,
4194,,
4195,Real Estate Investment Trusts,Real Estate
4196,Commercial Banks,Finance
4197,Consumer Electronics/Appliances,Industrials
4198,Farming/Seeds/Milling,Consumer Staples
4199,Restaurants,Consumer Discretionary
4200,Real Estate,Finance
4201,Computer peripheral equipment,Technology
4202,Building Materials,Industrials
4203,,
4204,Service to the Health Industry,Consumer Discretionary
4205,Other Consumer Services,Consumer Discretionary
4206,,
4207,RETAIL: Building Materials,Consumer Discretionary
4208,Biotechnology: Pharmaceutical Preparations,Health Care
4209,Marine Transportation,Consumer Discretionary
4210,Industrial Machinery/Components,Technology
4211,Investment Bankers/Brokers/Service,Finance
4212,Finance: Consumer Services,Finance
4213,EDP Services,Technology
4214,Electronic Components,Technology
4215,Broadcasting,Industrials
4216,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4217,,
4218,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4219,Catalog/Specialty Distribution,Consumer Discretionary
4220,Industrial Machinery/Components,Technology
4221,Finance Companies,Finance
4222,Biotechnology: Pharmaceutical Preparations,Health Care
4223,Other Consumer Services,Consumer Discretionary
4224,EDP Services,Technology
4225,Savings Institutions,Finance
4226,Semiconductors,Technology
4227,Pharmaceuticals and Biotechnology,Health Care
4228,,
4229,,
4230,Specialty Foods,Consumer Staples
4231,Real Estate Investment Trusts,Real Estate
4232,Computer Software: Prepackaged Software,Technology
4233,Managed Health Care,Health Care
4234,Trucking Freight/Courier Services,Industrials
4235,Movies/Entertainment,Consumer Discretionary
4236,Movies/Entertainment,Consumer Discretionary
4237,Movies/Entertainment,Consumer Discretionary
4238,Business Services,Consumer Discretionary
4239,Real Estate Investment Trusts,Real Estate
4240,EDP Services,Technology
4241,EDP Services,Technology
4242,Hotels/Resorts,Consumer Discretionary
4243,Industrial Specialties,Industrials
4244,Biotechnology: Pharmaceutical Preparations,Health Care
4245,Interactive Media,Technology
4246,Interactive Media,Technology
4247,Telecommunications Equipment,Telecommunications
4248,Services-Misc. Amusement & Recreation,Consumer Discretionary
4249,Consumer Electronics/Appliances,Industrials
4250,Finance: Consumer Services,Finance
4251,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
4252,Ophthalmic Goods,Health Care
4253,Ophthalmic Goods,Health Care
4254,Department/Specialty Retail Stores,Consumer Discretionary
4255,Telecommunications Equipment,Telecommunications
4256,Biotechnology: Pharmaceutical Preparations,Health Care
4257,Biotechnology: Commercial Physical & Biological Resarch,Health Care
4258,Industrial Specialties,Health Care
4259,,
4260,,
4261,Air Freight/Delivery Services,Consumer Discretionary
4262,,
4263,Consumer Electronics/Appliances,Industrials
4264,Consumer Electronics/Appliances,Industrials
4265,Apparel,Consumer Discretionary
4266,Movies/Entertainment,Consumer Discretionary
4267,EDP Services,Technology
4268,EDP Services,Technology
4269,Blank Checks,Finance
4270,Blank Checks,Finance
4271,Hotels/Resorts,Consumer Discretionary
4272,Biotechnology: Pharmaceutical Preparations,Health Care
4273,,
4274,Specialty Foods,Consumer Staples
4275,Specialty Foods,Consumer Staples
4276,Plastic Products,Industrials
4277,Finance: Consumer Services,Finance
4278,Educational Services,Consumer Discretionary
4279,Metal Fabrications,Industrials
4280,Real Estate Investment Trusts,Real Estate
4281,,
4282,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4283,Industrial Specialties,Industrials
4284,Industrial Specialties,Industrials
4285,Biotechnology: Pharmaceutical Preparations,Health Care
4286,EDP Services,Technology
4287,Commercial Banks,Finance
4288,Medicinal Chemicals and Botanical Products,Health Care
4289,EDP Services,Technology
4290,Building Products,Consumer Discretionary
4291,Movies/Entertainment,Consumer Discretionary
4292,Interactive Media,Technology
4293,Home Furnishings,Consumer Discretionary
4294,Department/Specialty Retail Stores,Consumer Discretionary
4295,Business Services,Consumer Discretionary
4296,Real Estate Investment Trusts,Real Estate
4297,,
4298,Real Estate Investment Trusts,Real Estate
4299,Blank Checks,Finance
4300,Blank Checks,Finance
4301,Biotechnology: Pharmaceutical Preparations,Health Care
4302,Precious Metals,Basic Materials
4303,Biotechnology: Pharmaceutical Preparations,Health Care
4304,Finance/Investors Services,Finance
4305,Professional Services,Consumer Discretionary
4306,Computer Software: Prepackaged Software,Technology
4307,Movies/Entertainment,Consumer Discretionary
4308,Other Consumer Services,Consumer Discretionary
4309,Other Consumer Services,Consumer Discretionary
4310,Consumer Electronics/Appliances,Industrials
4311,Consumer Electronics/Appliances,Industrials
4312,Consumer Electronics/Appliances,Industrials
4313,Hotels/Resorts,Consumer Discretionary
4314,Investment Managers,Finance
4315,Telecommunications Equipment,Consumer Discretionary
4316,Oil & Gas Production,Energy
4317,Blank Checks,Finance
4318,Blank Checks,Finance
4319,Blank Checks,Finance
4320,Building Products,Consumer Discretionary
4321,Medical Specialities,Health Care
4322,Medical/Dental Instruments,Health Care
4323,Recreational Games/Products/Toys,Consumer Discretionary
4324,Finance/Investors Services,Finance
4325,Specialty Chemicals,Industrials
4326,Consumer Electronics/Appliances,Industrials
4327,Marine Transportation,Consumer Discretionary
4328,Finance Companies,Finance
4329,Industrial Machinery/Components,Industrials
4330,Semiconductors,Technology
4331,Building operators,Real Estate
4332,Consumer Electronics/Appliances,Industrials
4333,Agricultural Chemicals,Industrials
4334,Major Banks,Finance
4335,Property-Casualty Insurers,Finance
4336,Major Banks,Finance
4337,Major Banks,Finance
4338,Major Banks,Finance
4339,Major Banks,Finance
4340,Major Banks,Finance
4341,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4342,Automotive Aftermarket,Consumer Discretionary
4343,Commercial Banks,Finance
4344,Medical/Dental Instruments,Health Care
4345,Biotechnology: Pharmaceutical Preparations,Health Care
4346,Consumer Electronics/Appliances,Industrials
4347,Recreational Games/Products/Toys,Consumer Discretionary
4348,Major Banks,Finance
4349,Investment Bankers/Brokers/Service,Finance
4350,Blank Checks,Finance
4351,Blank Checks,Finance
4352,Other Pharmaceuticals,Miscellaneous
4353,Blank Checks,Finance
4354,Other Pharmaceuticals,Miscellaneous
4355,Consumer Electronics/Appliances,Industrials
4356,Blank Checks,Finance
4357,Consumer Electronics/Appliances,Industrials
4358,Other Pharmaceuticals,Miscellaneous
4359,Blank Checks,Finance
4360,Other Pharmaceuticals,Miscellaneous
4361,Major Banks,Finance
4362,Major Banks,Finance
4363,Major Banks,Finance
4364,Restaurants,Consumer Discretionary
4365,Recreational Games/Products/Toys,Consumer Discretionary
4366,Semiconductors,Technology
4367,Business Services,Consumer Discretionary
4368,Trusts Except Educational Religious and Charitable,Finance
4369,Other Pharmaceuticals,Health Care
4370,Computer Software: Prepackaged Software,Technology
4371,,
4372,,
4373,Advertising,Finance
4374,Other Specialty Stores,Consumer Discretionary
4375,Other Specialty Stores,Consumer Discretionary
4376,Trusts Except Educational Religious and Charitable,Finance
4377,Biotechnology: Pharmaceutical Preparations,Health Care
4378,Movies/Entertainment,Consumer Discretionary
4379,Movies/Entertainment,Consumer Discretionary
4380,Finance Companies,Finance
4381,,
4382,Property-Casualty Insurers,Finance
4383,Medical Specialities,Health Care
4384,Retail: Computer Software & Peripheral Equipment,Technology
4385,Homebuilding,Consumer Discretionary
4386,Biotechnology: Pharmaceutical Preparations,Health Care
4387,Medical/Dental Instruments,Health Care
4388,Broadcasting,Consumer Discretionary
4389,Real Estate,Finance
4390,Meat/Poultry/Fish,Consumer Staples
4391,Biotechnology: Pharmaceutical Preparations,Health Care
4392,Real Estate Investment Trusts,Real Estate
4393,Real Estate Investment Trusts,Real Estate
4394,EDP Services,Technology
4395,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
4396,Consumer Electronics/Appliances,Industrials
4397,,
4398,,
4399,Retail-Drug Stores and Proprietary Stores,Consumer Staples
4400,Medicinal Chemicals and Botanical Products,Health Care
4401,Life Insurance,Finance
4402,Biotechnology: Pharmaceutical Preparations,Health Care
4403,,
4404,Precision Instruments,Health Care
4405,Metal Fabrications,Industrials
4406,Other Consumer Services,Consumer Discretionary
4407,Biotechnology: Commercial Physical & Biological Resarch,Health Care
4408,Interactive Media,Technology
4409,,
4410,Investment Managers,Finance
4411,Finance: Consumer Services,Finance
4412,Electrical Products,Technology
4413,Biotechnology: Pharmaceutical Preparations,Health Care
4414,Blank Checks,Finance
4415,Catalog/Specialty Distribution,Consumer Discretionary
4416,Consumer Electronics/Appliances,Industrials
4417,Consumer Electronics/Appliances,Industrials
4418,Consumer Electronics/Appliances,Industrials
4419,,
4420,,
4421,Paper,Basic Materials
4422,Air Freight/Delivery Services,Consumer Discretionary
4423,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4424,Life Insurance,Finance
4425,,
4426,,
4427,,
4428,Internet and Information Services,Technology
4429,Coal Mining,Energy
4430,Coal Mining,Energy
4431,Educational Services,Consumer Discretionary
4432,Educational Services,Consumer Discretionary
4433,Other Specialty Stores,Consumer Discretionary
4434,Real Estate Investment Trusts,Real Estate
4435,,
4436,,
4437,Advertising,Consumer Discretionary
4438,Trusts Except Educational Religious and Charitable,Finance
4439,Major Banks,Finance
4440,EDP Services,Technology
4441,Finance/Investors Services,Finance
4442,Diversified Financial Services,Finance
4443,Finance Companies,Finance
4444,Trusts Except Educational Religious and Charitable,Finance
4445,Security Systems Services,Technology
4446,Auto Parts:O.E.M.,Consumer Discretionary
4447,EDP Services,Technology
4448,Power Generation,Utilities
4449,Trusts Except Educational Religious and Charitable,Finance
4450,Business Services,Consumer Discretionary
4451,Computer Software: Prepackaged Software,Technology
4452,Publishing,Consumer Discretionary
4453,Finance/Investors Services,Finance
4454,Hotels/Resorts,Consumer Discretionary
4455,Advertising,Consumer Discretionary
4456,Biotechnology: Pharmaceutical Preparations,Health Care
4457,Advertising,Consumer Discretionary
4458,Beverages (Production/Distribution),Consumer Staples
4459,Investment Managers,Finance
4460,Investment Managers,Finance
4461,Diversified Commercial Services,Consumer Discretionary
4462,Investment Managers,Finance
4463,Computer Software: Prepackaged Software,Technology
4464,Biotechnology: Pharmaceutical Preparations,Health Care
4465,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4466,Oil & Gas Production,Energy
4467,Major Banks,Finance
4468,Trusts Except Educational Religious and Charitable,Finance
4469,Finance/Investors Services,Finance
4470,Professional Services,Consumer Discretionary
4471,Investment Managers,Finance
4472,Home Furnishings,Consumer Discretionary
4473,Finance: Consumer Services,Finance
4474,Property-Casualty Insurers,Finance
4475,Investment Bankers/Brokers/Service,Finance
4476,Finance: Consumer Services,Finance
4477,Homebuilding,Consumer Discretionary
4478,Medical Specialities,Health Care
4479,Diversified Electronic Products,Consumer Staples
4480,Diversified Manufacture,Industrials
4481,EDP Services,Technology
4482,Telecommunications Equipment,Consumer Discretionary
4483,Trusts Except Educational Religious and Charitable,Finance
4484,Industrial Machinery/Components,Industrials
4485,Industrial Machinery/Components,Industrials
4486,Telecommunications Equipment,Consumer Discretionary
4487,Investment Managers,Finance
4488,Industrial Machinery/Components,Technology
4489,Biotechnology: Pharmaceutical Preparations,Health Care
4490,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4491,Pharmaceuticals and Biotechnology,Health Care
4492,Blank Checks,Finance
4493,Blank Checks,Finance
4494,Computer Software: Prepackaged Software,Technology
4495,Telecommunications Equipment,Telecommunications
4496,Real Estate Investment Trusts,Real Estate
4497,,
4498,,
4499,,
4500,Computer Software: Prepackaged Software,Technology
4501,Investment Bankers/Brokers/Service,Finance
4502,Farming/Seeds/Milling,Consumer Staples
4503,Retail: Computer Software & Peripheral Equipment,Technology
4504,Property-Casualty Insurers,Finance
4505,Industrial Machinery/Components,Industrials
4506,Computer Software: Prepackaged Software,Technology
4507,Investment Bankers/Brokers/Service,Finance
4508,Environmental Services,Utilities
4509,Retail: Computer Software & Peripheral Equipment,Technology
4510,Industrial Machinery/Components,Industrials
4511,Auto Manufacturing,Consumer Discretionary
4512,Auto Manufacturing,Consumer Discretionary
4513,Auto Manufacturing,Consumer Discretionary
4514,Hotels/Resorts,Consumer Discretionary
4515,Blank Checks,Finance
4516,,
4517,EDP Services,Technology
4518,Metal Fabrications,Industrials
4519,Wholesale Distributors,Consumer Discretionary
4520,Building Materials,Industrials
4521,,
4522,Real Estate,Finance
4523,Construction/Ag Equipment/Trucks,Consumer Discretionary
4524,Industrial Specialties,Health Care
4525,Biotechnology: Pharmaceutical Preparations,Health Care
4526,Banks,Finance
4527,Biotechnology: Pharmaceutical Preparations,Health Care
4528,Semiconductors,Technology
4529,Specialty Insurers,Finance
4530,Investment Managers,Finance
4531,Real Estate,Finance
4532,Oil Refining/Marketing,Energy
4533,Consumer Electronics/Appliances,Industrials
4534,Farming/Seeds/Milling,Consumer Staples
4535,Oil & Gas Production,Energy
4536,Business Services,Consumer Discretionary
4537,Medical/Dental Instruments,Health Care
4538,Trusts Except Educational Religious and Charitable,Finance
4539,Investment Managers,Finance
4540,Blank Checks,Finance
4541,Blank Checks,Finance
4542,Other Consumer Services,Consumer Discretionary
4543,EDP Services,Technology
4544,Computer Software: Prepackaged Software,Technology
4545,Pharmaceuticals and Biotechnology,Health Care
4546,Biotechnology: Pharmaceutical Preparations,Health Care
4547,Biotechnology: Pharmaceutical Preparations,Health Care
4548,Biotechnology: Pharmaceutical Preparations,Health Care
4549,Trusts Except Educational Religious and Charitable,Finance
4550,Biotechnology: Pharmaceutical Preparations,Health Care
4551,,
4552,Major Banks,Finance
4553,Major Banks,Finance
4554,Department/Specialty Retail Stores,Consumer Discretionary
4555,Beverages (Production/Distribution),Consumer Staples
4556,Power Generation,Utilities
4557,Consumer Electronics/Appliances,Industrials
4558,,
4559,,
4560,EDP Services,Technology
4561,Industrial Machinery/Components,Technology
4562,Medicinal Chemicals and Botanical Products,Health Care
4563,Real Estate Investment Trusts,Real Estate
4564,Real Estate Investment Trusts,Real Estate
4565,Advertising,Consumer Discretionary
4566,Advertising,Consumer Discretionary
4567,Consumer Electronics/Appliances,Industrials
4568,Consumer Electronics/Appliances,Industrials
4569,Consumer Electronics/Appliances,Industrials
4570,Auto Parts:O.E.M.,Consumer Discretionary
4571,Industrial Specialties,Health Care
4572,Recreational Games/Products/Toys,Consumer Discretionary
4573,EDP Services,Technology
4574,,
4575,Major Banks,Finance
4576,,
4577,Business Services,Consumer Discretionary
4578,Medical Specialities,Health Care
4579,,
4580,Computer Software: Prepackaged Software,Technology
4581,Other Consumer Services,Consumer Discretionary
4582,Biotechnology: Pharmaceutical Preparations,Health Care
4583,Biotechnology: Pharmaceutical Preparations,Health Care
4584,Advertising,Finance
4585,Agricultural Chemicals,Industrials
4586,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
4587,Consumer Specialties,Consumer Discretionary
4588,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
4589,EDP Services,Technology
4590,Precious Metals,Basic Materials
4591,Finance Companies,Finance
4592,Auto Parts:O.E.M.,Consumer Discretionary
4593,Major Banks,Finance
4594,Integrated oil Companies,Energy
4595,Retail: Computer Software & Peripheral Equipment,Technology
4596,Oil & Gas Production,Energy
4597,Consumer Electronics/Appliances,Industrials
4598,,
4599,Transportation Services,Consumer Discretionary
4600,Finance Companies,Finance
4601,Real Estate Investment Trusts,Real Estate
4602,Semiconductors,Technology
4603,Recreational Games/Products/Toys,Consumer Discretionary
4604,EDP Services,Technology
4605,Investment Bankers/Brokers/Service,Finance
4606,Investment Bankers/Brokers/Service,Finance
4607,Managed Health Care,Health Care
4608,Electronic Components,Technology
4609,Major Banks,Finance
4610,Fluid Controls,Industrials
4611,Investment Managers,Finance
4612,,
4613,Blank Checks,Finance
4614,Biotechnology: Pharmaceutical Preparations,Health Care
4615,Computer Software: Prepackaged Software,Technology
4616,Biotechnology: Pharmaceutical Preparations,Health Care
4617,Biotechnology: Pharmaceutical Preparations,Health Care
4618,Other Consumer Services,Consumer Discretionary
4619,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4620,Biotechnology: Pharmaceutical Preparations,Health Care
4621,Oil & Gas Production,Energy
4622,Biotechnology: Pharmaceutical Preparations,Health Care
4623,Trucking Freight/Courier Services,Industrials
4624,Biotechnology: Pharmaceutical Preparations,Health Care
4625,Biotechnology: Pharmaceutical Preparations,Health Care
4626,Biotechnology: Pharmaceutical Preparations,Health Care
4627,Semiconductors,Technology
4628,Investment Bankers/Brokers/Service,Finance
4629,,
4630,,
4631,,
4632,,
4633,,
4634,,
4635,,
4636,,
4637,Security Systems Services,Technology
4638,Metal Mining,Basic Materials
4639,Major Banks,Finance
4640,Major Banks,Finance
4641,Hotels/Resorts,Consumer Discretionary
4642,Advertising,Finance
4643,Trusts Except Educational Religious and Charitable,Finance
4644,Water Supply,Utilities
4645,Computer Software: Prepackaged Software,Technology
4646,Movies/Entertainment,Consumer Discretionary
4647,,
4648,Hotels/Resorts,Consumer Discretionary
4649,Radio And Television Broadcasting And Communications Equipment,Technology
4650,Industrial Machinery/Components,Industrials
4651,Consumer Electronics/Appliances,Consumer Staples
4652,Blank Checks,Finance
4653,Blank Checks,Finance
4654,Blank Checks,Finance
4655,Computer Software: Prepackaged Software,Technology
4656,Major Banks,Finance
4657,Steel/Iron Ore,Industrials
4658,,
4659,Consumer Electronics/Appliances,Industrials
4660,Blank Checks,Finance
4661,Major Banks,Finance
4662,,
4663,Computer Software: Prepackaged Software,Technology
4664,Computer Software: Programming Data Processing,Technology
4665,Steel/Iron Ore,Industrials
4666,Medical Specialities,Health Care
4667,Oil & Gas Production,Energy
4668,,
4669,,
4670,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4671,Medicinal Chemicals and Botanical Products,Health Care
4672,Property-Casualty Insurers,Finance
4673,Homebuilding,Consumer Discretionary
4674,Computer Software: Prepackaged Software,Technology
4675,Movies/Entertainment,Consumer Discretionary
4676,Biotechnology: Pharmaceutical Preparations,Health Care
4677,Oil & Gas Production,Energy
4678,,
4679,Military/Government/Technical,Consumer Discretionary
4680,Consumer Electronics/Appliances,Industrials
4681,Consumer Electronics/Appliances,Industrials
4682,Semiconductors,Technology
4683,Computer Software: Prepackaged Software,Technology
4684,Blank Checks,Finance
4685,Construction/Ag Equipment/Trucks,Industrials
4686,Major Chemicals,Industrials
4687,Water Sewer Pipeline Comm & Power Line Construction,Industrials
4688,Semiconductors,Technology
4689,Investment Bankers/Brokers/Service,Finance
4690,Investment Bankers/Brokers/Service,Finance
4691,Trusts Except Educational Religious and Charitable,Finance
4692,Commercial Banks,Finance
4693,Investment Bankers/Brokers/Service,Finance
4694,Trusts Except Educational Religious and Charitable,Finance
4695,Auto Manufacturing,Consumer Discretionary
4696,Oil & Gas Production,Energy
4697,Consumer Electronics/Appliances,Industrials
4698,Natural Gas Distribution,Utilities
4699,Other Metals and Minerals,Basic Materials
4700,Savings Institutions,Finance
4701,Investment Bankers/Brokers/Service,Finance
4702,Industrial Machinery/Components,Industrials
4703,EDP Services,Technology
4704,EDP Services,Technology
4705,Oil & Gas Production,Energy
4706,Industrial Machinery/Components,Industrials
4707,Industrial Machinery/Components,Industrials
4708,Investment Bankers/Brokers/Service,Finance
4709,Office Equipment/Supplies/Services,Industrials
4710,Miscellaneous manufacturing industries,Consumer Discretionary
4711,Semiconductors,Technology
4712,Oil & Gas Production,Energy
4713,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
4714,Finance Companies,Finance
4715,Trusts Except Educational Religious and Charitable,Finance
4716,Semiconductors,Technology
4717,Trusts Except Educational Religious and Charitable,Finance
4718,Auto Parts:O.E.M.,Consumer Discretionary
4719,Major Banks,Finance
4720,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
4721,Finance Companies,Finance
4722,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
4723,Finance Companies,Finance
4724,,
4725,Biotechnology: Pharmaceutical Preparations,Health Care
4726,Industrial Specialties,Health Care
4727,EDP Services,Technology
4728,EDP Services,Technology
4729,Water Sewer Pipeline Comm & Power Line Construction,Industrials
4730,Retail: Computer Software & Peripheral Equipment,Technology
4731,Catalog/Specialty Distribution,Consumer Discretionary
4732,Semiconductors,Technology
4733,Service to the Health Industry,Consumer Discretionary
4734,EDP Services,Technology
4735,Investment Managers,Finance
4736,Investment Managers,Finance
4737,Food Distributors,Consumer Discretionary
4738,Precious Metals,Basic Materials
