ticker,valor_actual,variacion,volumen,tipo
JPM,136.74,2.62,11259020,2
JPM^C,25.09,175,133376,1
JPM^D,24.56,105,102981,1
JPM^J,21.64,187,44656,1
JPM^K,20.48,0,123334,1
JPM^L,20.65,0.12,87014,1
JPM^M,19.34,0.13,82899,1
JPS,6.24,0.06,432173,1
JPT,15.55,204,914,1
JQC,5.03,0.01,296593,1
JRI,11.55,0.12,54298,1
JRO,7.79,0.09,155781,1
JRS,7.40,0.14,84313,1
JRSH,4.53,-0.04,4966,1
JRVR,20.73,0.69,186100,1
JSD,11.68,0.04,29831,1
JSM,18.70,0.38,9429,1
JSPR,1.50,0.02,446188,1
JSPRW,0.12,-14,26706,1
JT,1.43,947,10760,1
JUGG,10.27,0,27602,1
JUGGU,10.29,-0.01,300,1
JUGGW,0.14,0,125,1
JUN,10.37,0.07,15302,1
JUPW,0.41,-35,209264,1
JUPWW,0.12,374,526,1
JVA,1.60,99,26493,1
JWAC,6.86,0.53,313973,1
JWACR,0.39,-0.03,498426,1
JWEL,0.30,97,24058,1
JWN,15.28,1.16,3723191,1
JWSM,10.14,0,1512,1
JXJT,5.10,-0.33,72994,1
JXN,34.93,1.81,818481,1
JXN^A,24.41,0.57,37823,1
JYD,2.83,-0.67,451730,1
JYNT,15.11,0.17,97234,1
JZ,1.12,-0.06,76685,1
JZXN,0.17,67,963674,1
K,70.35,-0.03,2698322,1
KA,4.26,-936,5562,1
KACLR,0.16,-5,1677,1
KACLW,0.03,125,3316,1
KAI,195.11,5.4,49803,2
KALA,15.32,0.11,54106,1
KALU,63.02,1.32,78301,1
KALV,9.62,0.28,164185,1
KAMN,22.54,0.53,95352,1
KAR,14.83,0.63,683923,1
KARO,22.09,-0.21,2010,1
KAVL,0.57,-99,6580,1
KB,37.59,0.98,240906,1
KBAL,12.23,0.05,538125,1
KBH,44.04,0.65,928252,1
KBNT,0.62,-103,12079,1
KBNTW,0.04,0,400,1
KBR,58.56,0.89,1338645,1
KC,5.37,0.14,1621487,1
KCGI,10.49,0.02,244,1
KD,14.37,0.27,1401705,1
KDNY,20.26,0.71,479697,1
KDP,33.23,0.74,11869785,1
KE,20.59,0.67,162430,1
KELYA,16.24,0.48,126241,1
KELYB,15.85,0,53,1
KEN,27.19,0.64,10488,1
KEP,7.33,0.1,236796,1
KEQU,16.43,1.23,899,1
KERN,0.77,-7,79273,1
KERNW,0.01,18,13514,1
KEX,72.10,1.34,257141,1
KEY,9.83,0.9,32452611,1
KEY^I,17.67,1.27,133085,1
KEY^J,16.37,1.8702,174061,1
KEY^K,15.80,1.62,162895,1
KEY^L,16.86,1.13,249740,1
KEYS,143.66,2.39,848912,2
KF,21.62,0.27,3305,1
KFFB,6.12,741,392,1
KFRC,56.12,-0.39,172692,1
KFS,8.59,0.11,34271,1
KFY,47.46,1.61,258415,1
KGC,5.32,-0.02,11342321,1
KHC,41.32,0.48,7676798,1
KIDS,46.39,-0.38,50506,1
KIM,18.81,0.37,4341640,1
KIM^L,21.79,4.237,5093,1
KIM^M,22.16,0.43,6204,1
KIND,2.01,0.01,579934,1
KINS,1.40,-0.01,23379,1
KIO,11.16,0.08,65467,1
KIQ,0.24,-0.02,50647,1
KIRK,2.75,0.03,51322,1
KITT,2.28,-0.12,38126,1
KITTW,0.21,0,1200,1
KKR,51.51,1.91,4398738,1
KKR^C,61.95,2.065,156409,1
KKRS,17.63,0.63,14304,1
KLAC,385.66,12.43,892878,2
KLIC,46.80,1.42,524449,1
KLR,1.75,0.17,61308,1
KLTR,1.79,0.21,235995,1
KLXE,9.59,0.42,185788,1
KMB,145.18,0.77,1636585,2
KMDA,4.99,99,15319,1
KMF,7.15,0.12,106008,1
KMI,17.04,0.4,12836349,1
KMPB,17.92,0.08,12211,1
KMPR,45.53,1.7,399110,1
KMT,26.93,0.59,893534,1
KMX,70.61,2.54,1422165,1
KN,16.26,0.28,699251,1
KNDI,2.98,0.01,93501,1
KNOP,4.46,0.1,346122,1
KNSA,13.69,0.13,641577,1
KNSL,328.43,6.97,127599,2
KNSW,10.44,0,100,1
KNTE,2.87,0.24,1914651,1
KNTK,29.37,1.92,420977,1
KNW,1.08,0.1,79285,1
KNX,58.08,1.22,1888739,1
KO,64.02,0.3,9037234,1
KOD,4.71,0.27,196957,1
KODK,3.34,0.12,275811,1
KOF,88.48,1.51,201204,1
KOP,33.17,1.86,73255,1
KOPN,1.01,0,155253,1
KORE,1.15,-0.1,220738,1
KOS,6.39,0.32,4983250,1
KOSS,3.93,-396,17766,1
KPLT,0.63,368,186179,1
KPLTW,0.04,-5,38205,1
KPRX,2.76,-0.2,62453,1
KPTI,2.71,-0.06,5665017,1
KR,49.23,0.95,3770311,1
KRBP,5.22,0.1,230597,1
KRC,28.31,0.68,1020159,1
KREF,10.32,0.21,369097,1
KREF^A,15.91,-0.09,44850,1
KRG,20.65,0.35,1131416,1
KRKR,1.00,33,21725,1
KRMD,4.01,-0.05,44555,1
KRNL,10.38,0,50,1
KRNLU,10.47,0,1,1
KRNLW,0.11,-4,100,1
KRNT,18.24,0.82,176383,1
KRNY,7.30,0.14,350029,1
KRO,8.53,0.2,249865,1
KRON,1.92,0.09,294994,1
KROS,44.12,-1.4,134256,1
KRP,15.56,0.41,281277,1
KRT,14.26,0.54,11589,1
KRTX,220.16,13.71,289892,2
KRUS,65.44,-0.47,91624,1
KRYS,84.24,2.06,197117,1
KSCP,0.53,63,368405,1
KSM,8.40,0.05,24413,1
KSPN,0.63,-201,59928,1
KSS,20.80,1.22,4088927,1
KT,11.50,0.11,1003868,1
KTB,41.01,-0.11,822265,1
KTCC,5.94,0.21,55621,1
KTF,8.70,0.08,77584,1
KTH,29.60,-101,815,1
KTN,27.29,3.687,1670,1
KTOS,13.57,-0.41,1254179,1
KTRA,3.37,-7.314,145715,1
KTTA,0.33,0.02,72017,1
KTTAW,0.03,0,145,1
KUKE,0.81,-752,76378,1
KULR,0.74,-357,326856,1
KURA,11.39,0.18,361990,1
KVHI,10.45,0.03,52506,1
KVSA,10.21,5,153969,1
KVUE,26.50,-0.4,11289939,1
KW,14.98,0.16,1549757,1
KWE,3.10,-0.05,122581,1
KWESW,0.60,-284,8672,1
KWR,208.64,23.48,298004,2
KXIN,0.31,53,75123,1
KYCH,10.43,0.04,120,1
KYCHR,0.10,1,205,1
KYCHU,10.45,0,1,1
KYMR,29.01,2.77,1030859,1
KYN,8.13,0.15,402228,1
KZIA,1.22,-455,19256,1
KZR,2.64,0.04,783318,1
L,58.62,0.54,498617,1
LAB,1.62,0.1,139771,1
LABP,0.29,-2,29971,1
LAC,19.90,1.17,2063479,1
LAD,216.32,9.19,319096,2
LADR,9.29,0.25,600304,1
LAKE,11.89,0.08,20705,1
LAMR,96.52,-0.59,632554,1
LANC,218.84,3.6,103579,2
LAND,15.86,0.44,212094,1
LANDM,23.56,3.389,655,1
LANDO,22.56,-0.02,12987,1
LANV,5.18,-0.12,335950,1
LARK,19.71,0.24,7537,1
LASE,3.03,0.1,51930,1
LASR,12.75,3.52,1036084,1
LAUR,12.32,0.5,727281,1
LAW,5.67,0.28,257834,1
LAZ,28.88,-0.48,886948,1
LAZR,6.07,0.31,6209129,1
LAZY,10.89,-0.15,67994,1
LBAI,12.79,565,348295,1
LBBB,10.51,0.03,5166,1
LBBBW,0.03,-249,6900,1
LBC,8.55,0.36,36072,1
LBPH,9.07,0.79,230938,1
LBRDA,79.78,0.8,164007,1
LBRDK,80.12,0.59,708634,1
LBRDP,22.22,237,21202,1
LBRT,12.17,0.37,2090969,1
LBTYA,18.97,0.4,1028967,1
LBTYB,19.25,0,1,1
LBTYK,19.79,0.39,1385084,1
LC,6.79,0.28,1568789,1
LCA,10.10,0.03,11800,1
LCAA,10.27,0.01,13031,1
LCAAU,10.41,0,75,1
LCAAW,0.52,0,1,1
LCAHW,0.17,-1,22,1
LCFY,8.12,0.12,1244,1
LCFYW,3.20,0,23,1
LCID,7.73,0.35,16456771,1
LCII,115.15,3.96,134552,2
LCNB,15.10,0.5,20785,1
LCTX,1.43,0.03,248185,1
LCUT,5.02,0.03,17867,1
LDI,1.70,0.14,302983,1
LDOS,80.83,1.38,2192798,1
LDP,16.98,0.22,144511,1
LE,7.38,0.44,97099,1
LEA,123.60,4.67,563756,2
LECO,170.46,3.79,299205,2
LEDS,1.94,-0.05,1386,1
LEE,10.85,0.32,15771,1
LEG,32.85,0.31,636666,1
LEGH,22.49,0.71,46486,1
LEGN,66.99,-0.05,558056,1
LEJU,3.10,0.56,1716678,1
LEN,113.44,1.09,1307579,2
LEO,6.18,0.01,142194,1
LESL,10.92,0.48,2265950,1
LEU,28.76,0.88,86928,1
LEV,2.29,0.06,416580,1
LEVI,14.17,0.44,1447576,1
LEXX,1.31,-0.06,92320,1
LEXXW,0.40,366,4703,1
LFAC,10.54,0,17715,1
LFACU,11.11,535,600,1
LFACW,0.04,-101,8722,1
LFCR,4.40,0.05,96053,1
LFLY,0.37,0,142572,1
LFLYW,0.06,0,400,1
LFMD,1.51,35,16372,1
LFMDP,14.46,724,1927,1
LFST,8.28,0.27,364365,1
LFT,1.61,-0.05,135944,1
LFT^A,17.61,0,90,1
LFUS,263.13,2.95,87119,2
LFVN,3.72,0.68,68567,1
LGHL,0.13,121,1864766,1
LGHLW,0.02,-1,268217,1
LGI,14.87,0.11,21350,1
LGIH,115.50,1.34,117062,2
LGL,4.65,899,4436,1
LGMK,2.84,-0.05,237662,1
LGND,79.33,2.62,161292,1
LGO,4.61,0.13,28973,1
LGSTW,0.05,0,1514,1
LGVC,10.47,-0.01,867596,1
LGVCW,0.10,0,5711,1
LGVN,3.09,0.12,30409,1
LH,223.86,2.12,424299,2
LHC,10.54,0,2,1
LHX,187.73,2,1280256,2
LI,23.93,0.04,5097801,1
LIAN,2.25,0.13,317188,1
LIBY,10.65,0,43444,1
LIBYW,0.06,106,20301,1
LICN,2.55,0.13,107588,1
LICY,4.99,0.12,1083915,1
LIDR,0.19,158,1562580,1
LIDRW,0.03,32,15501,1
LIFE,2.15,0.1,1991492,1
LIFW,0.55,7,261196,1
LIFWW,0.00,-34,306950,1
LIFWZ,0.60,0,50,1
LII,282.56,3.82,183336,2
LILA,8.23,0.06,168055,1
LILAK,8.22,0.07,974652,1
LILM,0.82,1.892,11086056,1
LILMW,0.10,326,19477,1
LIN,366.37,5.57,1113571,2
LINC,5.73,-0.06,62919,1
LIND,11.31,0.04,445850,1
LINK,8.77,-3.299,235,1
LIPO,1.94,0.06,23237,1
LIQT,0.41,-137,10700,1
LITB,1.31,0.04,24727,1
LITE,47.78,0.28,505103,1
LITM,2.91,0.11,236010,1
LITT,10.19,-0.01,52147,1
LITTU,10.23,0,600,1
LITTW,0.05,-1,5651,1
LIVB,10.53,0,50106,1
LIVE,30.85,0.3,1133,1
LIVN,47.48,0.09,542336,1
LIXT,0.57,211,24673,1
LIXTW,0.08,185,2831,1
LIZI,0.65,-34,272540,1
LKCO,1.45,0,78912,1
LKFN,47.63,1.02,203111,1
LKQ,57.07,0.87,640465,1
LL,3.55,0.02,711396,1
LLAP,1.70,-0.04,1601832,1
LLY,427.81,-0.63,2752545,2
LMAT,67.58,2.35,233212,1
LMB,17.04,0.93,75541,1
LMDX,0.56,-0.02,39736,1
LMDXW,0.05,0,1699,1
LMFA,0.74,-91,8531,1
LMND,14.64,0.47,4236416,1
LMNL,6.75,901,3817,1
LMNR,16.86,0.19,41380,1
LMT,455.54,3.61,929990,2
LNC,20.46,1.11,3808096,1
LNC^D,24.90,0.27,147430,1
LND,4.76,0.14,50483,1
LNG,148.19,2.93,1365800,2
LNKB,5.50,0.23,16232,1
LNN,122.15,2.87,35215,2
LNSR,2.66,0.08,11319,1
LNT,55.11,0.31,1649659,1
LNTH,94.06,-0.8,1298885,1
LNW,59.50,1.72,344144,1
LNZA,3.45,0.15,27254,1
LNZAW,0.19,1,43608,1
LOAN,4.96,0.06,6734,1
LOB,21.60,0.79,296125,1
LOCC,10.16,0,700,1
LOCL,0.46,-447,301112,1
LOCO,9.35,-175,623499,1
LODE,0.63,301,1086811,1
LOGI,64.33,0.58,465766,1
LOMA,6.35,0.34,97684,1
LOOP,3.02,0.24,44863,1
LOPE,112.09,-1.87,259407,2
LOV,0.90,194,42739,1
LOVE,26.30,0.81,213909,1
LOW,205.81,3.01,2495625,2
LPCN,0.24,-66,416829,1
LPG,21.11,0.21,768051,1
LPL,5.65,0.09,137751,1
LPLA,190.82,9.87,1191689,2
LPRO,7.31,0.31,536077,1
LPSN,4.60,0.6,2526057,1
LPTH,1.35,0,26909,1
LPTV,4.55,0.11,40758,1
LPTX,0.39,-3,179775,1
LPX,61.88,1.46,1074929,1
LQDA,7.40,0.08,613372,1
LQDT,14.07,0.41,215298,1
LRCX,529.76,17.52,1401818,2
LRFC,20.40,-0.2,15972,1
LRMR,4.73,-0.01,42576,1
LRN,41.18,0.46,546770,1
LSAK,3.48,-0.07,10275,1
LSBK,11.28,-15,555,1
LSCC,84.34,2.81,1547102,1
LSDI,1.35,-0.04,49495,1
LSEA,5.97,0.14,44824,1
LSEAW,0.15,-6,27321,1
LSF,0.87,-0.03,14364,1
LSI,136.27,3.36,1138800,2
LSPD,14.11,0.88,876951,1
LSTA,3.23,0.03,3776,1
LSTR,180.81,3.29,186893,2
LSXMA,28.95,1.9,1579314,1
LSXMB,28.60,2.42,1108,1
LSXMK,28.81,1.91,1029845,1
LTBR,3.33,-0.07,34516,1
LTC,33.48,0.19,181937,1
LTCH,0.75,-94,145548,1
LTCHW,0.08,-8,476,1
LTH,19.33,0.24,781570,1
LTHM,23.19,0.95,2707987,1
LTRN,5.01,0.01,31222,1
LTRPA,0.64,37,703458,1
LTRPB,18.69,-2.81,7858,1
LTRX,3.70,0,212290,1
LTRY,0.46,-39,156791,1
LTRYW,0.02,1,17802,1
LU,1.72,0.11,9061312,1
LUCD,1.50,0.02,18440,1
LUCY,2.60,0.07,553259,1
LUCYW,0.50,0.1,41270,1
LULU,386.71,4.65,1318120,2
LUMN,2.28,0.16,15811772,1
LUMO,3.55,-0.05,5468,1
LUNA,6.19,-0.09,203882,1
LUNG,12.29,0.07,219885,1
LUNR,7.02,-0.28,300574,1
LUNRW,0.44,335,19085,1
LUV,29.66,0.37,5801910,1
LUXH,2.88,-3,3467,1
LVAC,10.42,0,15,1
LVACW,0.00,-46,814,1
LVLU,2.57,0.03,16142,1
LVO,1.53,0,354756,1
LVOX,2.79,0.08,23601,1
LVOXW,0.27,0,103,1
LVRO,5.49,0.28,13195,1
LVROW,0.71,-1,7306,1
LVS,61.65,-0.05,3183129,1
LVTX,1.58,0.08,63265,1
LVWR,7.67,0.37,3079,1
LW,112.09,0.93,818991,2
LWAY,6.01,-85,7872,1
LWLG,4.66,0.21,557354,1
LX,2.48,0.09,260447,1
LXEH,0.72,-1.262,575568,1
LXFR,15.52,0.91,426430,1
LXP,9.66,0.15,2001891,1
LXP^C,47.80,0.6,2446,1
LXRX,3.49,0.41,4557081,1
LXU,8.82,0.46,613358,1
LYB,92.40,2.17,1383371,1
LYEL,2.48,0.06,939340,1
LYFT,8.63,-2.06,82414490,1
LYG,2.31,0.05,15562614,1
LYRA,2.62,0.06,16544,1
LYT,0.68,-51,36867,1
LYTS,12.39,0.26,173989,1
LYV,77.16,10.09,6700997,1
LZ,7.84,0.37,968516,1
LZB,28.38,0.83,241681,1
M,15.37,0.62,12049608,1
MA,384.66,8.54,2682743,2
MAA,152.39,2.94,323849,2
MAA^I,55.02,-0.1,122,1
MAC,10.01,0.07,1900874,1
MACA,10.32,0,9,1
MACAW,0.10,0,38,1
MACK,12.72,0.1,57738,1
MAG,13.34,-0.04,645104,1
MAIA,2.84,0.08,60277,1
MAIN,40.33,0.61,406481,1
MAN,70.38,0.78,787207,1
MANH,168.92,0.62,235970,2
MANU,19.07,-0.27,1208178,1
MAPS,0.82,0.02,556045,1
MAPSW,0.06,-198,405,1
MAQC,10.81,-0.09,28595,1
MAQCU,10.86,2.076,200,1
MAQCW,0.04,85,25240,1
MAR,176.57,0.09,1638322,2
MARA,10.49,0.22,37656786,1
MARK,1.14,0.06,243412,1
MARPS,7.55,0.44,15430,1
MARX,10.21,0,170,1
MARXR,0.18,-399,2002,1
MARXU,10.37,-0.02,7009,1
MAS,53.45,0.72,1440126,1
MASI,187.90,3.2,295229,2
MASS,7.09,0.06,118434,1
MAT,18.19,0.58,2374899,1
MATH,0.99,-0.02,2119,1
MATV,16.56,0.03,519878,1
MATW,38.08,1.26,86785,1
MATX,67.47,4.05,399084,1
MAV,8.08,0.02,74243,1
MAX,5.99,0.12,1273557,1
MAXN,27.39,1.3,438585,1
MAYS,44.25,0,436,1
MBAC,10.09,-0.01,40540,1
MBC,8.02,0.29,700070,1
MBCN,25.72,0.42,8852,1
MBI,9.54,0.29,412306,1
MBIN,23.42,1.15,62493,1
MBINM,21.30,0.33,28059,1
MBINN,16.73,0.53,43193,1
MBINO,17.63,1.285,25862,1
MBINP,18.43,0.63,19948,1
MBIO,4.22,0.03,26081,1
MBLY,37.61,2.79,2331955,1
MBNKP,21.60,-0.05,3086,1
MBOT,1.11,-501,124969,1
MBRX,0.80,199,48593,1
MBSC,10.36,0,7652,1
MBUU,57.50,1.75,211014,1
MBWM,25.49,0.89,43791,1
MC,34.98,-0.61,611100,1
MCAA,10.81,0,121145,1
MCAAW,0.08,0,529,1
MCAC,10.31,0,1632,1
MCACR,0.15,0,100,1
MCACW,0.03,-87,550,1
MCAF,10.35,5,1225,1
MCAFR,0.16,-191,100,1
MCAFU,10.28,-0.21,767,1
MCAG,10.40,401,70421,1
MCAGR,0.28,-344,500,1
MCAGU,10.74,0.51,627,1
MCB,23.08,3.22,945678,1
MCBC,8.76,0.06,65408,1
MCBS,14.96,0.66,43140,1
MCD,296.60,1.44,1815427,2
MCFT,28.77,0.55,125008,1
MCHP,75.18,-0.85,9466839,1
MCHX,1.86,-0.05,58814,1
MCI,13.55,0.03,7208,1
MCK,365.87,10.83,1431161,2
MCLD,0.30,-122,92597,1
MCLDW,0.05,0,198,1
MCN,8.23,0.14,21675,1
MCO,304.64,4.99,873694,2
MCOM,0.81,83,816214,1
MCOMW,0.04,-102,47189,1
MCR,6.29,0.02,28922,1
MCRB,5.91,0.46,3809900,1
MCRI,67.79,0.01,108528,1
MCS,16.54,-0.35,691911,1
MCVT,2.31,107,2819,1
MCW,8.97,0.32,1266772,1
MCY,29.52,-0.01,268389,1
MD,13.69,0.67,591034,1
MDB,241.29,4.04,1759362,2
MDC,41.42,0.19,1377037,1
MDGL,306.37,-2.22,324221,2
MDGS,5.11,0.17,16401,1
MDIA,1.17,-848,909,1
MDJH,2.61,-0.14,557154,1
MDLZ,77.56,0.27,5461036,1
MDNA,0.76,0.01,115438,1
MDRR,5.32,-0.38,9421,1
MDRRP,21.00,9.498,422,1
MDRX,12.28,0.29,667752,1
MDT,90.06,0.79,4332726,1
MDU,29.32,0.92,2063695,1
MDV,12.50,0.23,10999,1
MDV^A,22.86,-3.799,2741,1
MDVL,0.19,19,40497,1
MDWD,10.95,0.1,5373,1
MDWT,25.52,0.01,27773,1
MDXG,5.74,0.21,1250571,1
MDXH,3.89,0.19,177709,1
ME,2.11,0.09,1472388,1
MEC,9.89,0.3,115216,1
MED,90.97,2.85,342953,1
MEDP,206.79,1.6,229731,2
MEDS,0.38,81,80639,1
MEG,30.65,1.27,129058,1
MEGI,14.39,0.25,68725,1
MEGL,1.81,-0.23,999535,1
MEI,40.96,1.2,101148,1
MEIP,6.45,75,58418,1
MEKA,10.27,0.01,214351,1
MELI,1243.59,30.21,478287,2
MEOA,10.90,0,152,1
MEOAU,10.88,0,10,1
MEOAW,0.05,0,27056,1
MEOH,44.45,1.305,179786,1
MER^K,25.16,0.12,35570,1
MERC,9.11,-355,1004973,1
MESA,2.00,0.09,296039,1
MESO,3.36,0.04,47478,1
MET,54.66,0.55,6799630,1
MET^A,21.99,0.03,125870,1
MET^E,23.97,0.11,91345,1
MET^F,20.75,0.35,162952,1
META,232.78,-0.74,26979211,2
METC,9.93,1.64,1072530,1
METCL,25.50,0,1062,1
METX,0.19,-7,465533,1
METXW,0.03,-0.01,2007,1
MF,0.68,258,219345,1
MFA,10.30,-0.01,1115509,1
MFA^B,17.98,-399,22979,1
MFA^C,17.15,25,4537,1
MFC,19.79,0.51,2174926,1
MFD,8.43,0.14,13816,1
MFG,2.96,0.11,1087646,1
MFH,1.47,-0.03,37100,1
MFIC,11.25,0.03,180945,1
MFIN,6.12,0.35,67032,1
MFM,5.13,0.04,56951,1
MFV,4.23,0.09,6239,1
MG,7.30,0.54,124555,1
MGA,53.98,3.76,2579395,1
MGAM,0.64,5,59589,1
MGEE,78.01,0.05,60186,1
MGF,3.30,-0.01,44640,1
MGI,10.94,0.01,5304320,1
MGIC,13.61,-0.09,23770,1
MGIH,1.64,-0.2,331723,1
MGLD,1.73,0.16,1240,1
MGM,43.14,0.33,5285961,1
MGNI,8.58,0.17,957313,1
MGNX,7.11,-0.03,278803,1
MGOL,1.18,0.01,79177,1
MGPI,101.36,0.8,129868,2
MGR,24.10,0.33,14395,1
MGRB,18.16,0.26,19895,1
MGRC,90.26,2.99,218999,1
MGRD,16.52,0.51,2807,1
MGRX,1.25,0.03,200594,1
MGTA,0.71,0.03,1019225,1
MGTX,6.15,-0.15,156955,1
MGY,19.83,0.91,2231344,1
MGYR,10.04,0.28,2738,1
MHD,11.73,0.07,146539,1
MHF,6.47,0.04,35854,1
MHH,9.19,-599,44566,1
MHI,8.70,0,118816,1
MHK,100.22,1.19,545100,2
MHLA,14.12,65,984,1
MHLD,2.22,0.1,111897,1
MHN,10.58,0.21,72112,1
MHNC,16.56,0.01,7179,1
MHO,67.37,1.29,255826,1
MHUA,3.14,-0.4,48442,1
MICS,1.23,-0.1,409207,1
MIDD,146.09,3.14,371108,2
MIGI,2.88,-0.09,81602,1
MIMO,0.49,0,116542,1
MIN,2.79,0.03,230541,1
MIND,0.44,0,65230,1
MINDP,7.61,0,4647,1
MINM,4.59,1.74,27402233,1
MIO,10.68,0.09,22346,1
MIR,8.49,0.06,1412752,1
MIRM,26.23,-1.62,550395,1
MIRO,1.12,-298,10605,1
MIST,3.59,-0.01,136064,1
MITA,10.28,0.01,1264,1
MITAW,0.09,0,10712,1
MITK,8.99,0.07,263664,1
MITQ,0.95,254,90040,1
MITT,5.36,0.34,178847,1
MITT^A,17.22,0,60,1
MITT^B,16.29,0.49,2750,1
MITT^C,17.44,3.166,7373,1
MIXT,7.71,0.15,5524,1
MIY,11.20,0.11,43011,1
MKC,88.95,0.68,776636,1
MKFG,0.81,77,573895,1
MKL,1352.13,15.63,26773,2
MKSI,88.52,4.36,762933,1
MKTW,1.66,0.08,18373,1
MKTX,300.33,3.24,246192,2
MKUL,1.57,-0.11,34634,1
ML,13.14,1.09,30052,1
MLAB,166.68,-0.78,35075,2
MLAC,10.53,339,440,1
MLACU,10.15,-0.06,100,1
MLACW,0.04,-1,50,1
MLCO,13.01,0.28,2617939,1
MLEC,3.10,0.18,52253,1
MLECW,0.09,63,1168,1
MLGO,1.89,-0.02,41746,1
MLI,74.48,2.58,449507,1
MLKN,15.89,0.6,1363340,1
MLM,397.66,8.38,510977,2
MLNK,15.80,0.4,131753,1
MLP,12.45,0.19,12358,1
MLR,33.65,0.06,38311,1
MLSS,0.75,47,31287,1
MLTX,26.91,2.35,471929,1
MLVF,14.65,0.17,8949,1
MLYS,15.67,1.02,98549,1
MMAT,0.21,44,9109547,1
MMC,179.36,2.04,1102645,2
MMD,17.19,0.16,50369,1
MMI,31.26,0.52,181374,1
MMLP,2.55,55,7096,1
MMM,103.35,1.51,1943096,2
MMMB,2.51,-25,232274,1
MMP,54.46,-0.95,1181160,1
MMS,80.50,2.47,475982,1
MMSI,84.82,1.48,206395,1
MMT,4.63,0.05,45962,1
MMU,10.07,0.02,62505,1
MMV,1.18,-0.01,102336,1
MMVWW,0.09,-19,3550,1
MMYT,25.30,0.34,169577,1
MNDO,1.91,-0.02,8767,1
MNDY,116.25,6.1,615299,2
MNK,5.11,-0.32,27135,1
MNKD,3.96,0.07,3014515,1
MNMD,3.41,-0.21,609164,1
MNOV,2.16,0.04,49172,1
MNP,11.81,0.05,13516,1
MNPR,0.99,214,10414,1
MNRO,48.83,0.86,134622,1
MNSB,20.49,0.59,33043,1
MNSBP,20.50,1.15,4386,1
MNSO,16.73,0.01,531666,1
MNST,59.71,1.89,8246325,1
MNTK,6.54,0.18,202221,1
MNTN,10.51,0,104121,1
MNTS,0.41,-32,344746,1
MNTSW,0.03,-12,1318,1
MNTV,9.38,0,1790017,1
MNTX,4.96,-0.08,29459,1
MO,46.69,0.56,5962300,1
MOB,1.23,714,61650,1
MOBBW,0.13,113,2974,1
MOBQ,0.14,-45,542135,1
MOBQW,0.05,0,100,1
MOBV,10.46,0,8,1
MOBVU,10.50,0.04,1401,1
MOBVW,0.04,2,13574,1
MOD,20.01,0.51,351766,1
MODD,1.77,0,1654,1
MODG,22.34,0.16,1105386,1
MODN,30.00,0.43,223870,1
MODV,54.30,-3.7,256143,1
MOFG,19.40,0.65,147173,1
MOGO,0.79,32,141727,1
MOGU,2.59,-0.14,131578,1
MOH,299.53,8.17,369975,2
MOLN,6.87,65,464,1
MOMO,8.35,0.09,554904,1
MOND,9.35,0.2,23846,1
MOR,5.63,0.07,656210,1
MORF,55.05,2.24,979031,1
MORN,186.21,1.85,247421,2
MOS,39.11,0.52,3615605,1
MOTS,0.78,-112,15567,1
MOV,25.48,1.17,124825,1
MOVE,1.09,0.02,4118,1
MOXC,0.94,188,9799,1
MP,20.67,0.16,3716380,1
MPA,11.27,0.07,19954,1
MPAA,4.69,0.04,261413,1
MPB,20.13,1.05,61595,1
MPC,106.90,1.84,4350472,2
MPLN,0.79,672,1886063,1
MPLX,33.99,-0.01,2196718,1
MPRA,10.44,0,16,1
MPTI,11.99,0.29,813,1
MPU,1.81,0.14,179010,1
MPV,11.77,-0.09,20592,1
MPW,8.61,0.2,9968774,1
MPWR,411.27,-47.66,2187510,2
MPX,14.36,0.49,57299,1
MQ,4.31,0.17,3416085,1
MQT,10.20,0.1,54125,1
MQY,11.75,0.1,191985,1
MRAI,0.65,207,141547,1
MRAM,7.42,0.33,100443,1
MRBK,8.60,0.42,43716,1
MRC,8.86,0.23,436173,1
MRCC,7.02,0.16,43829,1
MRCY,40.14,0.98,666158,1
MRDB,1.23,0.07,36810,1
MREO,1.20,-0.06,2149581,1
MRIN,0.68,-0.08,259694,1
MRK,117.68,0.31,4534017,2
MRKR,1.44,-0.08,203436,1
MRM,5.80,-762,1733,1
MRNA,137.04,2.71,3377088,2
MRNS,8.93,0.04,788912,1
MRO,22.93,0.85,11167212,1
MRSN,7.18,0.14,3834785,1
MRTN,20.60,0.41,195871,1
MRTX,45.96,0.95,751142,1
MRUS,20.80,1.99,589896,1
MRVI,14.47,1.13,6157433,1
MRVL,40.97,1.63,14043027,1
MS,84.88,2.27,8286447,1
MS^A,20.24,0.39,32556,1
MS^E,25.10,0.19,59196,1
MS^F,25.00,0.11,171839,1
MS^I,24.25,0.3,86969,1
MS^K,23.39,0.33,65128,1
MS^L,21.58,275,9219,1
MS^O,18.41,0.24,63219,1
MS^P,25.63,0.18,53764,1
MSA,134.19,6.34,167581,2
MSB,21.23,0.19,15552,1
MSBI,19.53,0.88,69384,1
MSBIP,20.30,325,8087,1
MSC,6.16,-0.09,26031,1
MSCI,473.65,12.1,423688,2
MSD,6.51,0.01,64871,1
MSEX,73.89,1.44,80770,1
MSFT,310.65,5.24,28181206,2
MSGE,34.60,0.94,205660,1
MSGM,4.98,0.01,33770,1
MSGS,206.33,-2.18,182151,2
MSI,281.56,-8.85,1501282,2
MSM,90.72,1.13,253642,1
